published_date,channel_id,channel_title,video_title,video_id,description,thumbnail_url,video_tag,categoryId,defaultAudioLanguage,duration(s),licensed_content,status,for_kids,view_count,like_count,favorite_count,comment_count,topic_category,start_time(UTC),end_time(UTC),scheduled_time(UTC),video_type
2022-11-01 13:00:07+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,【Javanese Rap Cover】 QUEEN / KANARIA - CECILIA LIEBERIA,DUwFxyA4JTQ,"【Javanese Rap Cover】 QUEEN / KANARIA - CECILIA LIEBERIA
""Call me Kanjeng now...""

🌙 Cecil & Rememe Merchandise
https://tokopedia.link/sVWJxCQnBub

= = = = = = = = = = = = = =

『Original Credit』
● 【GUMI】Queen by Kanaria
https://youtu.be/KFCaSz_yYCM

『Cover Credit』
● Vocal: @CeciliaLieberia 
● Rap Lyrics: @CeciliaLieberia & Soraあ (@Haruki_Soraa)
● Mixing: @KenForceKevinS 
● Art: Ruisou (@Ren_ruisou)
● Video: yayo (@yayoharo86)
● Translation & Youtube CC: Soraあ
● Special Thanks: Reinly (@re_reinly)

= = = = = = = = = = = = = =

『Lyrics』
Rai bai beibii
Mai mai mai raifu
Sorenara boku to odorimasen ka

Rai bai beibii
Mai mai mai raifu
Datte sore wa taikutsu no aizu

Bosen karo kabeh iki
Mending kene joget ae
Ilangke kegundahanmu
Delok'en mripatku

Kelelep rasa tresno
Ilusi asmoro
Anyway langsung ae
Ji ro lu Go!

Ai de tobikomu mukuna ai
Yume no shou wa nai
Hate no ranawei

Mittsu hitotsu ni tsumi wa nai
Suteta mono janai
Datte sou janai?

Anna ni mo anna ni mo
Masa ni tekkai masaka no ketsumatsu ni
Anata ni mo anata ni mo kakeru
CRY　CRY　CRY

Rai bai beibii
Mai mai mai raifu
Sorenara boku to odorimasen ka

Rai bai beibii
Mai mai mai raifu
Kitto sore wa taisetsu na koto

Ranberikku
Ranberi YOU
Ranberikku
Datte sore wa haiboku no aizu

Kowe nyerah karo iki
Guduk'e iki penting?
Tresno sing mbok dambakno
Iki ayu nanging aku

Ngerasa tresno iki dadi sebuah ilusi
Opo sing tak rasakno 
Kabeh'e iku ra nyata

Aimai shitto kon'nan o buki ni
Mou dare no mono de mo nai wa
Kasumu shikai to ai no kotoba de
Sakebu sore wa baiasu to rin'ne

Taigai sonna unmei wa sude ni
Mou dare no mono de mo nai wa
Yureru shikai to hai no kokoro de
Sakebu sore wa haiboku no aizu

Rai bai beibii
Mai mai mai raifu
Sorenara boku to odorimasen ka

Rai bai beibii
Mai mai mai raifu
Kitto sore wa taisetsu na koto

Ranberikku
Ranberi YOU
Ranberikku
Datte sore wa haiboku no aizu

Ayune awakmu
Sing macak'i atiku
Nanging aku rung iso nerima kabeh tresno iki

Lelah hayati mung iso full senyum nak awakmu
Yowes merene datte watashi wa
I'm Your Queen

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieb...
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia : https://www.youtube.com/@ElaineCelestia
🎹 Reynard Blanc : https://www.youtube.com/@reynardblanc
💫 Lily Ifeta : https://www.youtube.com/@LilyIfeta
🍀 Chloe Pawapua : https://www.youtube.com/@ChloePawapua
💰 Marin Goldlock : https://www.youtube.com/@MarinGoldlock
🐯 Leo Axenos : https://www.youtube.com/@LeoAxenos
☠   Izanami Chiara : https://www.youtube.com/@IzanamiChiara
🍓 Pinku Rimu : https://www.youtube.com/@PinkuRimu

#CileSing #cecilialieberia #coversong #vtubercover #kanaria #queenkanaria",https://i.ytimg.com/vi/DUwFxyA4JTQ/sddefault.jpg,"virtual youtuber,queen kanaria,vtuber indonesia,queen cover,queen,kanaria cover,kanaria queen,歌ってみた queen,歌ってみた queen kanaria,歌ってみた kanaria,歌ってみた,queen vocaloid,kanaria,queen kanaria cover,queen kanaria 歌ってみた,queen kanaria lyrics,kinetic typography,kinetic typography music,japanese kinetic typography,japan song kinetic typography,rap cover,queen PV,king kanaria,kanaria king,カナリア クイーン,kinetic typography song",10,id,153,True,public,False,22336,1913,0,196,"Music,Music of Asia,Pop music",2022-11-01 13:00:07+00:00,,2022-11-01 13:00:00+00:00,vod
2022-09-30 18:00:16+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Lingsir Wengi (Totally Not Sus),nycxK81rOyA,"『Lyrics』
Lingsir wengi
Sepi durung bisa nendro
Kagodho mring wewayang
Ngerindhu ati

Kawitane
Mung sembrono njur kulino
Ra ngiro yen bakal nuwuhke tresno

Nanging duh tibane
Aku dhewe kang nemahi
Nandang bronto
Kadung loro
Sambat sambat sopo

Rino wengi
Sing tak puji ojo lali
Janjine mugo bisa tak ugemi

= = = = = = = = = = = = = =

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#lingsirwengi #sunankalijaga #sukapjiman #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/nycxK81rOyA/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia,lingsir wengi,dedi kempot,sunan kalijaga",24,id,124,True,public,False,5741,522,0,155,"Music,Music of Asia,Pop music",,,,vod
2022-08-29 12:00:16+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Apakah Kekuatan Persaudaraaan itu Nyata!? 【SpongeBob SquarePants: Battle for Bikini Bottom】,1zwVn2pOW2U,"Apakah Kekuatan Persaudaraaan itu Nyata!?
Mabar sama Adekyo dalam mode Multiplayer untuk melawan robot jahat huehehe

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#spongebob #spongebobsquarepants #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/1zwVn2pOW2U/sddefault.jpg,"vtuber vod channels,vtuber vod,vtuber offstream,vtuber spongebob,vtuber spongebob battle for bikini bottom,spongebob battle for bikini bottom rehydrated vtuber,vtuber playing games,vtuber brother,main bareng adik,vtuber main sama adik,cecilia lieberia,spongebob battle for bikini bottom rehydrated,spongebob battle for bikini bottom,vtubers gaming content,spongebob squarepants,spongebob squarepants: battle for bikini bottom",20,id,689,True,public,False,3092,358,0,32,"Action game,Puzzle video game,Video game culture",2022-08-29 12:00:16+00:00,,2022-08-29 12:00:00+00:00,vod
2022-08-07 13:00:33+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Hey You!,nbKy9NoF-48,"I don't want peace, I want problem always
Teehee~

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#Memes #Template #Shorts #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/nbKy9NoF-48/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia",24,id,7,True,public,False,3311,363,0,70,,,,,vod
2022-08-03 12:00:38+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Nyaaaaam~,pwLIq_rxDG0,"You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#Memes #Template #Shorts #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/pwLIq_rxDG0/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia",24,id,10,True,public,False,4567,532,0,105,,,,,vod
2022-08-01 13:30:03+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Kiss From Girlfriend,wnS7tkoh9Oo,"Happy Girlfriend Day!
GWS Kalian

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#Memes #Template #Shorts #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/wnS7tkoh9Oo/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia",24,id,44,True,public,False,5592,753,0,174,Video game culture,,,,vod
2022-06-20 13:00:04+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,"Short Intro ya ges, Bukan Short Local Librarian Intro (Vtuber Introduction)",9d-Rfn97Quw,"Rekap dari Debut Live Streaming

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/9d-Rfn97Quw/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia,nanashi mumei,vtuber debut,vtuber debut live streaming,vtuber debut live,vtuber introduction,debut live,debut live stream,virtual youtuber",24,id,324,True,public,False,6783,519,0,87,Entertainment,,,,vod
2022-06-16 10:00:15+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Oh?,OSBiJuiklvM,"You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#Memes #Template #Shorts #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/OSBiJuiklvM/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia",20,id,8,True,public,False,4905,608,0,121,Music,,,,vod
2022-06-13 13:00:29+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,M O T I F E S Y E N,tiIgUUxL6fY,"You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#Memes #Template #Shorts #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/tiIgUUxL6fY/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia",20,id,11,True,public,False,5321,702,0,160,Entertainment,,,,vod
2022-06-05 13:15:01+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,tes,sav9GVp4a2A,"Horror Week is over! :D

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/sav9GVp4a2A/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia",20,id,14,True,public,False,6909,879,0,132,,,,,vod
2022-05-30 12:00:07+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,CAUGHT IN 4K ON PHASMO,Bzdfio0utak,"Cecil hanya menjadi meme di sini
Credit for POV, Editing, Suffering: Kak Yayo

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#phasmophobia #CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/Bzdfio0utak/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia",20,id,18,True,public,False,3055,319,0,30,Video game culture,,,,vod
2022-05-29 13:00:27+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Mantra Hujan (but Jowo ver.),x7JMZL97EII,"[Nyalakan CC Indonesia atau Jawa]
First take dari Mantra Udan (Mantra Hujan Jowo version) oleh Cecil.
Cecil senang kalau kalian bisa edit acapella ku dengan versi musik kalian, mau di remix ataupun dibuat dangdut, boleh kok~

= = = = = = = = = = = = = =

『Credit』
Original : Kobo Kanaeru - Mantra Hujan (https://youtu.be/SF-_47-oCtk) 
Translirik : Mamayo, Re_Soraあ, dan terinspirasi dari kamu!
Subtitle : Re_Soraあ (https://twitter.com/Haruki_Soraa)

= = = = = = = = = = = = = =

『Lyrics』

Sunyi lan sepi
Ndek ruang hampa
Masalah teko lan lungo
Uwes kulino
Dewean meneh
Mager gawe ngelangkah

Tak mbukak mripat
Ndelok'i langit
Rintik udan bergema
Genangi buwana
Koyok dibisik'i
Ayo njelajahi dunyo

Nglamunno pirang angen2
Ra iso nyelesekno masalah
Wanino awak kanggo ngelangkah
Terabas sembarang alangan

Masio udan ra karuan mandeg
Ijik ono aku, ngancani kon ning kene
Rapalno mantra
Tekokno cahaya
Nggo nyirani dino dinomu~
Guwak'en kabeh roso ragu mu
Sing kemuli ati, pikiran, lan emosi
Rapalno mantra tekokno cahaya
Mbukak lembaran sing anyar

= = = = = = = = = = = = = =

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia : https://www.youtube.com/@ElaineCelestia
🎹 Reynard Blanc : https://www.youtube.com/@reynardblanc
💫 Lily Ifeta : https://www.youtube.com/@LilyIfeta
🍀 Chloe Pawapua : https://www.youtube.com/@ChloePawapua
💰 Marin Goldlock : https://www.youtube.com/@MarinGoldlock
🐯 Leo Axenos : https://www.youtube.com/@LeoAxenos
☠   Izanami Chiara : https://www.youtube.com/@IzanamiChiara
🍓 Pinku Rimu : https://www.youtube.com/@PinkuRimu

#CileLive #CeciliaLieberia #Vtuberindo #virtualyoutuber #バーチャルYouTuber",https://i.ytimg.com/vi/x7JMZL97EII/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,vtuber indonesia,anime,vtuber anime,muse indonesia,mantra hujan,kobo kanaeru,jawa cover,mantra hujan jawa,vtuber jawa",24,id,92,True,public,False,46042,5271,0,421,"Music,Music of Asia",,,,vod
2022-05-11 05:00:13+00:00,UC4pEixMozb6UnOtwg5Uew-Q,Cecilia Lieberia Ch.『 Re:Memories 』,Si Kecil Cecil 【Debut PV】,w-eBSoHLaEA,"I'm a librarian who has fallen asleep for a very long time.
I'm looking for someone who can fill my loneliness in this virtual world.

Live Debut on May, 14th 2022.
https://youtu.be/Zo-GPvZxcXY

Look my sister debut PV:
https://youtu.be/iGfmjRM3pwo

You can support me through here!~
📖 https://trakteer.id/cecilialieberia/tip
📖 https://streamlabs.com/cecilialieberia

For collaboration and business Inquiries:
📖 Contact@rememories.id

= = = = = = = = = = = = = =

Follow my social media:
📖 Twitter: https://twitter.com/CeciliaLieberia
📖 Facebook: https://www.fb.com/CeciliaLieberiach
📖 Instagram: https://www.instagram.com/cecilialieberia
📖 TikTok: https://www.tiktok.com/@cecilialieberia

Follow my sisters & brother:
🗡️ Elaine Celestia: https://rememories.id/elainecelestia
🎹 Reynard Blanc: https://rememories.id/reynardblanc
💫 Lily Ifeta: https://rememories.id/lilyifeta
🍀 Chloe Pawapua: https://rememories.id/chloepawapua

#CeciliaLieberia #vtuberdebut #vtuberid #newvtuber #vtuber",https://i.ytimg.com/vi/w-eBSoHLaEA/sddefault.jpg,"rememories,rememories vtuber,chloe pawapua,reynard blanc,lily ifeta,evelyn vtuber,new vtuber,vtuber baru,vtuber debut trailer,vtuber predebut,debut vtuber trailer,cecilia lieberia,cecil rememories,Nanashi Mumei,mumei hololive,mumei indonesia,vtuber glasses,chloe,reynard,lily,evelyn,reinly,live2d,live2d debut,vtuber indonesia,anime,vtuber anime,muse indonesia",24,id,32,True,public,False,17584,1193,0,95,Entertainment,,,,vod
